;;;S1;S1;S1;S1;S1;S1;S1;S2;S2;S2;S2;S2;S2;S2;S3;S3;S3;S3;S3;S3;S3;S4;S4;S4;S4;S4;S4;S4;S5;S5;S5;S5;S5;S5;S5;S6;S6;S6;S6;S6;S6;S6;S7;S7;S7;S7;S7;S7;S7;S8;S8;S8;S8;S8;S8;S8;S9;S9;S9;S9;S9;S9;S9;S10;S10;S10;S10;S10;S10;S10;S11;S11;S11;S11;S11;S11;S11;S12;S12;S12;S12;S12;S12;S12;S13;S13;S13;S13;S13;S13;S13;S14;S14;S14;S14;S14;S14;S14;S15;S15;S15;S15;S15;S15;S15;S16;S16;S16;S16;S16;S16;S16;S17;S17;S17;S17;S17;S17;S17;S18;S18;S18;S18;S18;S18;S18;S19;S19;S19;S19;S19;S19;S19;S20;S20;S20;S20;S20;S20;S20;S21;S21;S21;S21;S21;S21;S21;S22;S22;S22;S22;S22;S22;S22;S23;S23;S23;S23;S23;S23;S23;S24;S24;S24;S24;S24;S24;S24;S25;S25;S25;S25;S25;S25;S25;S26;S26;S26;S26;S26;S26;S26;S27;S27;S27;S27;S27;S27;S27;S28;S28;S28;S28;S28;S28;S28;S29;S29;S29;S29;S29;S29;S29;S30;S30;S30;S30;S30;S30;S30;S31;S31;S31;S31;S31;S31;S31;S32;S32;S32;S32;S32;S32;S32;S33;S33;S33;S33;S33;S33;S33;S34;S34;S34;S34;S34;S34;S34;S35;S35;S35;S35;S35;S35;S35;S36;S36;S36;S36;S36;S36;S36;S37;S37;S37;S37;S37;S37;S37;S38;S38;S38;S38;S38;S38;S38;S39;S39;S39;S39;S39;S39;S39;S40;S40;S40;S40;S40;S40;S40;S41;S41;S41;S41;S41;S41;S41;S42;S42;S42;S42;S42;S42;S42;S43;S43;S43;S43;S43;S43;S43;S44;S44;S44;S44;S44;S44;S44;S45;S45;S45;S45;S45;S45;S45;S46;S46;S46;S46;S46;S46;S46;S47;S47;S47;S47;S47;S47;S47;S48;S48;S48;S48;S48;S48;S48;S49;S49;S49;S49;S49;S49;S49;S50;S50;S50;S50;S50;S50;S50;S51;S51;S51;S51;S51;S51;S51;S52;S52;S52;S52;S52;S52;S52;;;;
SALICRU B;BS;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;1;0;1;0;0;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;0;1;1;1;0;0;;;;
SCHIR F;SC;1;0;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;0;1;1;1;0;0;1;0;1;0;1;0;0;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;0;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;;;;
TOURRET P;TR;1;0;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;0;1;1;1;0;0;1;0;1;0;1;0;0;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;;;;
WAZIZI R;WR;1;0;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;1;1;1;0;0;1;1;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;0;1;1;1;0;0;1;0;1;0;1;0;0;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;0;1;1;1;0;0;;;;
DEBABECHE N;ND;1;0;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;0;1;1;1;0;0;1;0;1;0;1;0;0;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;0;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;;;;
PARAMELLE PJ;PJP;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;0;1;1;1;0;0;1;0;1;0;1;0;0;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;0;1;1;1;0;0;;;;
ANTOINE P;PA;1;0;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;1;0;1;0;0;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;0;1;1;1;0;0;;;;
STIVALLET A;ST;0.75;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;0;1;1;1;0;0;1;0;1;0;1;0;0;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;;;;
0;0;25.0;0;22;22;23;23;0;0;28;28;28;28;28;0;0;29;29;29;29;28;0;0;29;29;29;28;28;0;0;28;28;28;28;28;0;0;28;28;28;28;28;0;0;23;23;23;23;23;0;0;23;23;23;23;23;0;0;29;29;29;29;29;0;0;27;27;27;27;27;0;0;23;23;23;23;23;0;0;25;25;25;23;23;0;0;29;29;29;29;29;0;0;0;27;27;27;27;0;0;24;24;24;24;24;0;0;19;19;19;19;19;0;0;25;25;25;25;25;0;0;29;0;29;29;29;0;0;28;0;28;0;28;0;0;25;25;25;25;25;0;0;0;26;26;26;26;0;0;25;25;25;25;25;0;0;26;26;26;26;27;0;0;25;25;24;25;25;0;0;27;27;27;26;22;0;0;27;27;27;27;27;0;0;24;24;24;24;24;0;0;22;22;22;22;22;0;0;19;19;19;19;19;0;0;17;17;17;17;17;0;0;15;15;15;15;15;0;0;18;18;18;18;18;0;0;20;20;0;20;20;0;0;21;21;21;21;21;0;0;26;26;26;26;26;0;0;27;27;27;27;27;0;0;27;27;27;27;27;0;0;25;25;25;25;25;0;0;25;25;25;25;25;0;0;25;25;25;25;25;0;0;29;29;29;29;29;0;0;28;28;28;28;28;0;0;25;25;25;25;25;0;0;24;24;24;0;24;0;0;28;28;28;28;28;0;0;27;27;27;27;27;0;0;25;25;25;25;25;0;0;27;27;27;27;27;0;0;29;29;29;29;29;0;0;29;29;29;29;29;0;0;28;28;28;28;28;0;0;15;0;15;15;15;0;0;;;;
;;;0.0;18.5;18.5;19.5;19.5;0.0;0.0;24.0;24.0;24.0;24.0;24.0;0.0;0.0;25.0;25.0;25.0;25.0;24.0;0.0;0.0;25.0;25.0;25.0;24.0;24.0;0.0;0.0;24.0;24.0;24.0;24.0;24.0;0.0;0.0;24.0;24.0;24.0;24.0;24.0;0.0;0.0;20.3;20.3;20.3;20.3;20.3;0.0;0.0;19.3;19.3;19.3;19.3;19.3;0.0;0.0;25.0;25.0;25.0;25.0;25.0;0.0;0.0;23.8;23.8;23.8;23.8;23.8;0.0;0.0;19.5;19.5;19.5;19.5;19.5;0.0;0.0;21.0;21.0;21.5;20.0;20.0;0.0;0.0;25.0;25.0;25.0;25.0;25.0;0.0;0.0;0.0;23.5;23.5;23.5;23.5;0.0;0.0;20.5;20.5;20.5;20.5;20.5;0.0;0.0;16.0;16.0;16.0;16.0;16.0;0.0;0.0;21.3;21.3;21.3;21.3;21.3;0.0;0.0;25.0;0.0;25.0;25.0;25.0;0.0;0.0;24.0;0.0;24.0;0.0;24.0;0.0;0.0;22.3;22.3;22.3;22.3;22.3;0.0;0.0;0.0;23.3;23.3;23.3;23.3;0.0;0.0;22.8;22.8;22.8;22.8;22.8;0.0;0.0;22.3;22.3;22.3;22.3;23.3;0.0;0.0;21.0;21.0;20.0;21.0;21.0;0.0;0.0;23.0;23.0;23.0;22.0;18.5;0.0;0.0;23.0;23.0;23.0;23.0;23.0;0.0;0.0;20.5;20.5;20.5;20.5;20.5;0.0;0.0;19.5;19.5;19.5;19.5;19.5;0.0;0.0;17.0;17.0;17.0;17.0;17.0;0.0;0.0;14.5;14.5;14.5;14.5;14.5;0.0;0.0;13.0;13.0;13.0;13.0;13.0;0.0;0.0;15.8;15.8;15.8;15.8;15.8;0.0;0.0;17.0;17.0;0.0;17.0;17.0;0.0;0.0;18.3;18.3;18.3;18.3;18.3;0.0;0.0;22.0;22.0;22.0;22.0;22.0;0.0;0.0;23.0;23.0;23.0;23.0;23.0;0.0;0.0;23.0;23.0;23.0;23.0;23.0;0.0;0.0;22.0;22.0;22.0;22.0;22.0;0.0;0.0;22.3;22.3;22.3;22.3;22.3;0.0;0.0;22.0;22.0;22.0;22.0;22.0;0.0;0.0;25.0;25.0;25.0;25.0;25.0;0.0;0.0;24.0;24.0;24.0;24.0;24.0;0.0;0.0;21.5;21.5;21.5;21.5;21.5;0.0;0.0;20.5;20.5;20.5;0.0;20.5;0.0;0.0;24.0;24.0;24.0;24.0;24.0;0.0;0.0;23.0;23.0;23.0;23.0;23.0;0.0;0.0;21.0;21.0;21.0;21.0;21.0;0.0;0.0;23.0;23.0;23.0;23.0;23.0;0.0;0.0;25.0;25.0;25.0;25.0;25.0;0.0;0.0;25.0;25.0;25.0;25.0;25.0;0.0;0.0;24.0;24.0;24.0;24.0;24.0;0.0;0.0;13.3;0.0;13.3;13.3;13.3;0.0;0.0;5408.0;;;
